key	description	normative	nominative	genitive	nonreflexive_verb_past	dative	accusative	instrumental	prepositional	instrumental_with_preposition	genitive_with_preposition	reflexive_verb_past	short_adjective	adjective	possessive	definitive	plural	pluralHonorific	pronounceable	history	thirdForm	smallForm	sourcesInfo
оно,оно/его,оно/его/[-ло]	Нейтральный род	TRUE	оно	его	ло	ему	его	им	нём	ним	него	лось	во	ое	моё	само	FALSE	FALSE	TRUE
он,он/его,он/его/[-л]	Мужской род	TRUE	он	его	л	ему	его	им	нём	ним	него	лся	в	ый	мой	сам	FALSE	FALSE	TRUE
она,она/её,она/её/[-ла]	Женский род	TRUE	она	её	ла	ей	её	ей / ею	ней	ней	неё	лась	ва	ая	моя	сама	FALSE	FALSE	TRUE
оно/этого,оно/этого/[-о]	Нейтральный род	FALSE	оно	этого	ло	этому	это	этим	этом	этим	этого	лось	во	ое	моё	само	FALSE	FALSE	TRUE
они,они/их,они/их/[-ли]	Нейтральный род	FALSE	они	их	ли	им	их	ими	них	ними	них	лись	вы	ые	мои	сами	FALSE	FALSE	TRUE
оно/её,оно/её/[-ло]	Нейтральный род с женской формой	FALSE	оно	её	ло	ей	её	ей / ею	ней	ней	неё	лось	во	ое	моё	само	FALSE	FALSE	TRUE
оно/их,оно/их/[-ло]	Нейтральный род с нейтральной формой	FALSE	оно	их	ло	им	их	ими	них	ними	них	лось	во	ое	моё	само	FALSE	FALSE	TRUE
он_а,он_а/е_ё,он_а/е_ё/[-л_а]	Формы с гендергепами	FALSE	он_а	е_ё	л_а	е_й	е_ё	е_ю	не_й	н_ей	не_ё	л_ась	в_а	_ая	моё	сам_а	FALSE	FALSE	FALSE
оне,оне/нех,оне/нех/[-ле]	Неоместоимения	FALSE	оне	нех	ле	ем	нех	еми	нех	нех	нех	лесь	ве	ые	мои	сами	FALSE	FALSE	TRUE
он_,он_/е_,он_/е_/[-л_]	Формы с нижним подчеркиванием	FALSE	он_	е_	л_	е_	е_	е_	е_	н_	не_	лс_	в_	ы_	мо_	сам_	FALSE	FALSE	FALSE
он*,он*/е*,он*/е*/[-л*]	Формы с *	FALSE	он*	е*	л*	е*	е*	е*	е*	н*	не*	лс*	в*	ы*	мо*	сам*	FALSE	FALSE	FALSE
фели,фели/фел,фели/фел/[-ли]	Неоместоимения с кошачьей тематикой	FALSE	фели	фел	ли	фелис	фел	фелис	фел	фелис	фел	лись	вы	ые	мои	сами	FALSE	FALSE	TRUE
ла,ла/лап,ла/лап/[-лап]	Неоместоимения с анималистичной тематикой	FALSE	ла	лап	лап	лапе	лап	лапой	лану	лапой	лапы	лапь	вап	лапка	лап	самап	FALSE	FALSE	TRUE	Местоимения мур/мях были разработаны пользователикс твиттера \@jellyreap0p в 2021 году.
муни,муни/мих,муни/мих/[-луни]	Неоместоимения с лунной тематикой	FALSE	муни	мих	луни	им	мих	ими	мих	ними	мих	лунись	вли	ые	мои	сами	FALSE	FALSE	TRUE	Местоимения муни/мих были разработаны пользователикс Твиттера \@varo_dei в 2021 году.
вуф,вуф/ваф,вуф/ваф/[-ваф]	Неоместоимения с собачьей тематикой	FALSE	вуф	ваф	ваф	вуфу	ваф	вафс	ваф	ваф	вуф	вуфсь	уф	вуф	ваф	саваф	FALSE	FALSE	TRUE
щен,щен/щена,он/его/[-л]	Неоместоимения с собачьей тематикой	FALSE	он	его	л	щену	щена	щеном	щене	щеном	щена	лся	в	ый	мой	сам	FALSE	FALSE	TRUE
ыбб,ыбб/беб,ыбб/беб/[-лб]	Неоместоимения	FALSE	ыбб	беб	лб	беб	беб	ыб	беб	ыб	беб	лбся	вов	ое	мобб	самбб	FALSE	FALSE	TRUE	Местоимения ыбб/беб были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
дей,дей/дех,дей/дех/[-лей]	Неоместоимения	FALSE	дей	дех	лей	де	дех	дере	деме	дех	де	лсей	ве	ей	мей	сей	FALSE	FALSE	TRUE	Местоимения дей/дех были разработаны пользователикс Твиттера \@Breeweebree в 2021 году.
кроша,кроша/кроши,кроша/кроши/[-лик]	Неоместоимения с кроличьей тематикой	FALSE	кроша	кроши	лик	кроше	кроши	крошем	кроше	крошем	кроши	лши	вик	шик&уш	мик	самик	FALSE	FALSE	TRUE	Местоимения кроша/кроши были разработаны пользователикс Твиттера \@_moon_lesbian в 2021 году.
совёнок,совёнок/совёнка,совёнок/совёнка/[-лух]	Неоместоимения с совиной тематикой	FALSE	совёнок	совёнка	лух	совёнку	совёнка	совёнком	совёнке	совёнком	совёнка	лху	вух	шух	муш	самуш	FALSE	FALSE	TRUE	Местоимения совёнок/совёнка были разработаны пользователикс Твиттера \@_moon_lesbian в 2021 году.
сов,сов/сова,сов/сова/[-лух]	Неоместоимения с совиной тематикой (сокращённые)	FALSE	сов	сова	лух	сову	сова	совом	сове	совом	сова	лху	вух	шух	муш	самуш	FALSE	FALSE	TRUE
луни,луни/лун,луни/лун/[-луни]	Неоместоимения с лунной тематикой	FALSE	луни	лун	луни	лум	лун	луми	луни	луни	лун	лунь	вли	луни	мун	самун	FALSE	FALSE	TRUE	Местоимения луни/лун были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
чаро,чаро/клят,чаро/клят/[-лор]	Неоместоимения с магической тематикой	FALSE	чаро	клят	лор	очаро	клят	очаро	клят	зачаро	заклят	клят	во	о	моро	само	FALSE	FALSE	TRUE	Местоимения чаро/клят были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
сине,сине/мер,сине/мер/[-ин]	Неоместоимения с морской тематикой	FALSE	сине	мер	ин	мер	мер	синем	синем	мер	мер	лсер	н	ин	мин	самин	FALSE	FALSE	TRUE	Местоимения сине/мер были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
ворожь,ворожь/вражь,ворожь/вражь/[-ложь]	Неоместоимения с магической тематикой	FALSE	ворожь	вражь	ложь	"обворожь	"	вражь	заворожь	вражь	заворожь	завражь	лсожь	вожь	ажь	мошь	саможь	FALSE	FALSE	TRUE	Местоимения ворожь/вражь были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
атлас,атлас/пакс,атлас/пакс/[-ифик]	Неоместоимения с океанической тематикой	FALSE	атлас	пакс	фик	атла	пакс	пакс	пакс	атла	пакс	фикс	фик	ин	мин	самин	FALSE	FALSE	TRUE	Местоимения атлас/пакс были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
вульпис,вульпис/лис,вульпис/лис/[-лис]	Неоместоимения с лисьей тематикой	FALSE	вульпис	лис	лис	вульпис	лис	вульпис	фукс	вульпис	лис	льсис	вис	укс	мис	самис	FALSE	FALSE	TRUE	Местоимения вульпис/лис были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
вульф,вульф/вульфа,вульф/вульфа/[-ольф]	Неоместоимения с волчьей тематикой	FALSE	вульф	вульфа	лольф	вульфу	вульф	вульфом	вульфе	вульфом	вульфа	ульф&улфь	ар	рар	мои	сами	FALSE	FALSE	TRUE	Местоимения вульф/вульфа были разработаны пользователем Твиттера \@villhelmaun в 2021 году.
би,би/бзз,би/бзз/[-ли]	Неоместоимения, созвучные жужжанию	FALSE	би	бзз	ли	би	бзз	би	би	би	бзз	бзззь	вы	вжжж	миз	самиз	FALSE	FALSE	TRUE	Местоимения би/бзз были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
жжж,жжж/бзз,жжж/бзз/[-жжж]	Неоместоимения, созвучные жужжанию	FALSE	жжж	бзз	жжж	жжж	бзз	жжж	жжж	жжж	бзз	бзззь	вжж	вжжж	миз	самиз	FALSE	FALSE	TRUE	Местоимения жжж/бзз были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
фырк,фырк/фырь,фырк/фырь/[-лурк]	Неоместоимения, созвучные фырчанию; с ежиной тематикой	FALSE	фырк	фырь	лурк	фурк	фырь	фурь	фырке	фурь	фырь	лсюфь	вурк	урь	моюрк	своюрк	FALSE	FALSE	TRUE
чик/чвик,чик/чвик,чик/чвик/[-лик]	Неоместоимения, созвучные скрипу, писку, птичьему пению	FALSE	чик	чвик	лик	чирик	чвик	чирик	чирик	чирик	чик	лсик	вик	лик	мик	самик	FALSE	FALSE	TRUE	Местоимения чик/чвик были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
ъеъ,ъеъ/ъуъ,ъеъ/ъуъ/[-ьъеъ]	Неоместоимения	FALSE	ъеъ	ъуъ	ьъеъ	ъыъ	ъуъ	ъыъ	ъыъ	ъыъ	ъуъ	лсъеъ	ъуъ	ъуъ	мъеъ	самъеъ	FALSE	FALSE	TRUE	"Местоимения ъеъ/ъуъ были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.\@В интернете с давних пор существует дискуссия, как правильно читаются слова «ъуъ», «ъеъ» и «ъыъ». Мы предлагаем каждой персоне самостоятельно решить, как вслух склонять местоимения, основанные на этих словах — в таких вопросах важно иметь право выбора, ведь это отличный способ узнать, кто как «ъуъ», «ъеъ» и «ъыъ» произносит в вашем кругу друзей и знакомых. Согласитесь, интересно?"
оня,оня/нях,оня/нях/[-ля]	Неоместоимения	FALSE	оня	нях	ля	ям&ням	нях	ями	нях	ями	нях	лясь&лся	вя	яя&ая&ая	моя	самя	FALSE	FALSE	TRUE	Местоимения оня/нях были разработаны пользователикс Твиттера \@sych_kakoito в 2021 году.
ня,ня/нях,ня/нях/[-ля]	Неоместоимения	FALSE	ня	нях	ля	ям&ням	нях	ями	нях	ями	нях	лясь&лся	вя	яя&ая&ая	моя	самя	FALSE	FALSE	TRUE
гидро,гидро,гидро/[-ло]	Неоместоимения со стихийной тематикой воды	FALSE	гидро	гидро	ло	гидро	гидро	гидро	гидро	гидро	гидро	лось	во	ое	моё	само	FALSE	FALSE	TRUE	Местоимения гидро/[-ло] были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
анемо,анемо,анемо/[-ло]	Неоместоимения со стихийной тематикой воздуха	FALSE	анемо	анемо	ло	анемо	анемо	анемо	анемо	анемо	анемо	лось	во	ое	моё	само	FALSE	FALSE	TRUE	Местоимения анемо/[-ло] были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
пиро,пиро,пиро/[-ло]	Неоместоимения со стихийной тематикой огня	FALSE	пиро	пиро	ло	пиро	пиро	пиро	пиро	пиро	пиро	лось	во	ое	моё	само	FALSE	FALSE	TRUE	Местоимения пиро/[-ло] были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
гео,гео,гео/[-ло]	Неоместоимения со стихийной тематикой земли	FALSE	гео	гео	ло	гео	гео	гео	гео	гео	гео	лось	во	ое	моё	само	FALSE	FALSE	TRUE	Местоимения гео/[-ло] были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
гипно,гипно,гипно/[-ло]	Неоместоимения с тематикой сна	FALSE	гипно	гипно	ло	гипно	гипно	гипно	гипно	гипно	гипно	лось	во	ое	моё	само	FALSE	FALSE	TRUE	Местоимения гипно/[-ло] были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
архао,архао/хтоно,архао/хтоно/[-ло]	Неоместоимения с тематикой хаоса и архаики	FALSE	архао	хтоно	ло	архаос	хтоно	хтонос	хаос	хтонос	хтонос	лось	во	ое	моё	само	FALSE	FALSE	TRUE	Местоимения архао/хтоно были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
фимио,фимио,фимио/[-ло]	Неоместоимения с тематикой тумана и дыма	FALSE	фимио	фимио	ло	фимио	фимио	фимио	фимио	фимио	фимио	лось	во	ое	моё	само	FALSE	FALSE	TRUE	Местоимения фимио/[-ло] были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
фае,фае/фер,фае/фер/[-е]	Неоместоимения	FALSE	фае	фер	е	фер	фер	фер	фер	фер	фер	лсае	вер&влер	ер	мер	самае	FALSE	FALSE	TRUE	Местоимения фае/фер были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
фавн,фавн/фин,фавн/фин/[-вен]	Неоместоимения	FALSE	фавн	фин	вен	фин	фин	фин	фин	фин	фин	лсен	вин&влин	ен	мин	самен	FALSE	FALSE	TRUE	Местоимения фавн/фин были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
флорис,флорис/флёр,флорис/флёр/[-лис]	Неоместоимения	FALSE	флорис	флёр	лис	флёр	флёр	флёр	флёр	флёр	флёр	льсис	вер&влер	ен	мер	самен	FALSE	FALSE	TRUE	Местоимения флорис/флёр были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
люминум,люминум/мино,люминум/мино/[-лум]	Неоместоимения с тематикой солнца и света	FALSE	люминум	мино	лум	люм	мино	люм	люм	люм	мино	лсум	вум	имино	мони	самио	FALSE	FALSE	TRUE	Местоимения люминум/мино были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
ноктиум,ноктиум/тио,ноктиум/тио/[-лум]	Неоместоимения с тематикой ночи и тьмы	FALSE	ноктиум	тио	лум	нокти	тио	нокти	нокти	нокт	тио	лсум	вум	итио	мони	самио	FALSE	FALSE	TRUE	Местоимения ноктиум/тио были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
глитч,глитч/глиф/404,глитч/глиф/404/[-литч]	Глитчкорные неоместоимения	FALSE	глитч	глиф	литч	404-ём	глиф	404-ём	404-ём	404-мя	глиф	лситч	влитч	иф&лиф	млиф	самитч	FALSE	FALSE	TRUE	Местоимения глитч/глиф были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
чирк,чирк/вспых,чирк/вспых/пафф	Неоместоимения	FALSE	чирк	вспых 	лир	пафф	"вспых	"	пафф 	пафф	пафф	вспых	лсир	р	пых&спых	мнир	самир	FALSE	FALSE	TRUE	Местоимения чирк/вспых/пафф были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
аэр,аэр/терио,аэр/терио/[-лер]	Неоместоимения	FALSE	аэр	терио	лер	эйр	эйр	эйр	терио	терио	эйр	лсио	вер	рио	меро	самер	FALSE	FALSE	TRUE	Местоимения аэр/терио были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
арле,арле/кин,арле/кин/[-рле]	Неоместоимения	FALSE	арле	кин	рле	шапи	кин	то	шапи	шапи	кин	рлесь	влин	ин	мин	самин	FALSE	FALSE	TRUE	Местоимения арле/кин были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
астрин,астрин/астер,астрин/астер/[-лин]	Неоместоимения	FALSE	астрин	астер	лин	стар	астер	стар	стар	астер	астер	лсин	вин	ер	мин	самин	FALSE	FALSE	TRUE	Местоимения астрин/астер были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
ква,ква/кша,ква/кша/[-лва]	Неоместоимения с лягушачьей тематикой	FALSE	ква	кша	лва	квибит	кша	квиб	риббит	риб	кша	лсав	ква	ибит	миб	самва	FALSE	FALSE	TRUE	Местоимения ква/кша были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним.
сие,сие/сею,сие/сею/[–оста]	Архаично окрашенные неоместоимения	FALSE	сие	сею	оста	"сѣма	"	сею	сѣма	сѣма	сѣма 	сею	йста	вѣ	ѣ	моѣ	самѣ	FALSE	FALSE	TRUE	"Местоимения сие/сею были разработаны {/\@jellyreap0p=\@jellyreap0p} на старте проекта ru.pronouns.page, будучи вдохновлёнными работой над ним. В их основу заложены элементы ныне архаичной формы двойственного числа, когда-то присутствовашей в древнерусском языке.\@Эти местоимения также особенны тем, что могут склонять прилагательные по падежам:\@Им.п., В.п. — новѣ;\@Р.п. — новоу;\@Д.п., Тв.п. — новама."
